,the scores,sucess rate,one digit scores,two digits scores,three digits scores,four and more digits scores,Moving average
6513,686,0.996419976,39.88332822,15.98096408,36.24501075,7.89069696,493.12
6514,877,0.996421154,39.87720645,15.97851113,36.25479662,7.889485802,493.89
6515,1365,0.996423288,39.87108656,15.97605893,36.24923266,7.903621854,490.96
6516,755,0.996424223,39.86496854,15.97360749,36.25901488,7.902409084,480.63
6517,265,0.996424196,39.85885241,15.9711568,36.26879411,7.901196686,480.53
6518,2403,0.996428358,39.85273815,15.96870686,36.26323056,7.915324436,485.79
6519,1465,0.996430677,39.84662577,15.96625767,36.25766871,7.929447853,487.41
6520,31,0.996430192,39.84051526,15.9791443,36.25210857,7.928231866,484.03
6521,231,0.996430098,39.83440662,15.97669427,36.26188286,7.927016253,488.99
6522,189,0.996429922,39.82829986,15.97424498,36.27165415,7.925801012,502.91
6523,180,0.996429728,39.82219497,15.97179644,36.28142244,7.924586143,492.06
6524,320,0.996429808,39.81609195,15.96934866,36.29118774,7.923371648,492.62
6525,191,0.996429636,39.80999081,15.96690162,36.30095005,7.922157524,485.81
6526,207,0.996429496,39.80389153,15.96445534,36.31070936,7.920943772,484.77
6527,1383,0.99643165,39.79779412,15.9620098,36.30514706,7.93504902,480.37
6528,94,0.996431289,39.79169858,15.9748813,36.29958646,7.933833665,482.99
6529,95,0.996430929,39.7856049,15.98774885,36.29402757,7.932618683,485.49
6530,83,0.996430547,39.77951309,16.00061246,36.28847037,7.931404073,480.24
6531,1027,0.996432005,39.77342315,15.99816289,36.28291488,7.945499081,485.51
6532,566,0.996432564,39.76733507,15.99571407,36.29266799,7.944282872,489.71
6533,6,0.996432031,39.77655341,15.99326599,36.28711356,7.943067034,494.75
6534,396,0.996432258,39.77046672,15.99081867,36.29686305,7.941851568,499.2
6535,53,0.996431818,39.76438188,16.00367197,36.29130967,7.940636475,501.08
6536,1795,0.996434767,39.75829891,16.0012238,36.28575799,7.95471929,511.52
6537,51,0.996434323,39.7522178,16.01407158,36.28020801,7.9535026,513.01
6538,763,0.996435263,39.74613855,16.01162257,36.28995259,7.952286282,525.23
6539,102,0.996434918,39.74006116,16.00917431,36.29969419,7.951070336,531.92
6540,433,0.996435216,39.73398563,16.0067268,36.30943281,7.949854762,535.64
6541,73,0.996434815,39.72791195,16.01956588,36.3038826,7.94863956,536.57
6542,971,0.996436158,39.72184013,16.01711753,36.31361761,7.947424729,539.07
6543,412,0.996436415,39.71577017,16.01466993,36.32334963,7.946210269,540.5
6544,143,0.99643615,39.70970206,16.01222307,36.33307869,7.94499618,507.91
6545,135,0.996435869,39.70363581,16.00977696,36.34280477,7.943782463,500.53
6546,445,0.99643619,39.69757141,16.0073316,36.35252788,7.942569116,505.6
6547,649,0.996436907,39.69150886,16.00488699,36.36224801,7.941356139,496.16
6548,322,0.996436989,39.68544816,16.00244312,36.37196519,7.940143533,505.64
6549,127,0.996436693,39.67938931,16,36.38167939,7.938931298,516.88
6550,105,0.996436354,39.67333232,15.99755762,36.39139063,7.937719432,503.36
6551,1271,0.996438275,39.66727717,15.995116,36.38583639,7.951770452,508.48
6552,69,0.996437867,39.66122387,16.0079353,36.38028384,7.950556997,511.16
6553,1137,0.996439526,39.65517241,16.00549283,36.37473299,7.96460177,509.95
6554,414,0.996439785,39.64912281,16.00305111,36.38443936,7.963386728,515.34
6555,40,0.996439321,39.64307505,16.01586333,36.37888957,7.962172056,512.46
6556,219,0.996439204,39.63702913,16.01342077,36.38859234,7.960957755,518.27
6557,94,0.996438844,39.63098506,16.02622751,36.38304361,7.959743824,521.01
6558,109,0.996438514,39.62494283,16.02378411,36.3927428,7.958530264,521.11
6559,1218,0.996440327,39.61890244,16.02134146,36.38719512,7.972560976,525.92
6560,159,0.996440094,39.61286389,16.01889956,36.39689072,7.971345831,533.78
6561,848,0.99644119,39.60682719,16.0164584,36.40658336,7.970131058,533.1
6562,1599,0.996443734,39.60079232,16.01401798,36.40103611,7.984153588,536.26
6563,624,0.996444396,39.59475929,16.01157831,36.41072517,7.982937233,532.23
6564,96,0.996444041,39.5887281,16.02437167,36.40517898,7.981721249,524.19
6565,150,0.996443791,39.58269875,16.02193116,36.41486445,7.980505635,556.31
6566,217,0.996443669,39.57667123,16.0194914,36.42454698,7.979290391,565.47
6567,77,0.996443278,39.57064555,16.03227771,36.41900122,7.978075518,563.45
6568,855,0.996444384,39.56462171,16.02983711,36.42868016,7.976861014,541.37
6569,171,0.996444174,39.5585997,16.02739726,36.43835616,7.97564688,526.96
6570,33,0.996443698,39.55257952,16.04017653,36.43281084,7.974433115,528.2
6571,649,0.996444408,39.54656117,16.03773585,36.44248326,7.97321972,526.68
6572,1609,0.996446962,39.54054465,16.03529591,36.43693899,7.987220447,528.26
6573,46,0.996446511,39.53452997,16.04806815,36.43139641,7.986005476,530.35
6574,211,0.996446378,39.52851711,16.04562738,36.44106464,7.984790875,528.05
6575,81,0.996445995,39.52250608,16.05839416,36.43552311,7.983576642,529.3
6576,39,0.996445532,39.51649688,16.07115706,36.42998328,7.982362779,529.02
6577,71,0.996445129,39.51048951,16.08391608,36.42444512,7.981149285,517.71
6578,311,0.996445188,39.50448396,16.08147135,36.43410853,7.979936161,526.78
6579,691,0.996445977,39.49848024,16.07902736,36.443769,7.978723404,547.36
6580,76,0.996445585,39.49247835,16.09177936,36.43823127,7.977511017,549.12
6581,1234,0.996447414,39.48647827,16.08933455,36.43269523,7.991491948,560.12
6582,661,0.996448144,39.48048002,16.08689048,36.44235151,7.990277989,556.69
6583,557,0.996448673,39.4744836,16.08444714,36.45200486,7.989064399,562.7
6584,449,0.996448996,39.46848899,16.08200456,36.46165528,7.987851177,558.77
6585,691,0.996449781,39.4624962,16.07956271,36.47130276,7.986638324,560.49
6586,1171,0.996451484,39.45650524,16.0771216,36.4657659,8.000607257,548.41
6587,392,0.996451697,39.45051609,16.07468124,36.47540984,7.999392835,558.47
6588,1278,0.996453601,39.44452876,16.07224161,36.46987403,8.013355593,566.69
6589,883,0.99645475,39.43854325,16.06980273,36.47951442,8.012139605,566.96
6590,526,0.996455217,39.43255955,16.06736459,36.48915187,8.010923987,563.14
6591,105,0.996454881,39.42657767,16.06492718,36.49878641,8.009708738,565.51
6592,393,0.996455094,39.4205976,16.06249052,36.50841802,8.008493857,556.1
6593,227,0.996454991,39.41461935,16.0600546,36.51804671,8.007279345,553.79
6594,360,0.996455142,39.40864291,16.05761941,36.52767248,8.006065201,555.25
6595,141,0.996454875,39.40266828,16.05518496,36.53729533,8.004851425,558.72
6596,1371,0.99645695,39.39669547,16.05275125,36.53175686,8.018796423,555.41
6597,123,0.996456649,39.39072446,16.05031828,36.54137617,8.017581085,550.33
6598,1091,0.996458189,39.38475527,16.04788604,36.53583876,8.031519927,550.36
6599,1565,0.996460627,39.37878788,16.04545455,36.53030303,8.045454545,549.8
6600,135,0.996460349,39.3728223,16.04302378,36.53991819,8.044235722,551.21
6601,565,0.996460887,39.36685853,16.04059376,36.54953045,8.043017267,549.3
6602,293,0.996460908,39.36089656,16.03816447,36.55913978,8.041799182,548.66
6603,465,0.996461256,39.3549364,16.03573592,36.56874621,8.040581466,546.76
6604,581,0.996461824,39.34897805,16.0333081,36.57834974,8.039364118,559.63
6605,539,0.996462312,39.3430215,16.03088102,36.58795035,8.038147139,561.74
6606,589,0.996462894,39.33706675,16.02845467,36.59754806,8.036930528,559.68
6607,663,0.996463615,39.3311138,16.02602906,36.60714286,8.035714286,570.53
6608,801,0.996464598,39.32516266,16.02360418,36.61673476,8.034498411,569.49
6609,1260,0.996466446,39.31921331,16.02118003,36.61119516,8.048411498,562.74
6610,855,0.996467528,39.31326577,16.01875662,36.62078354,8.04719407,561.61
6611,423,0.996467794,39.30732002,16.01633394,36.63036903,8.045977011,555.76
6612,661,0.996468509,39.30137608,16.01391199,36.63995161,8.044760321,542.28
6613,283,0.99646851,39.29543393,16.01149078,36.6495313,8.043543998,537.03
6614,73,0.996468116,39.28949358,16.02418745,36.64399093,8.042328042,537.48
6615,4577,0.996476195,39.28355502,16.02176542,36.63845224,8.056227328,536.21
6616,1671,0.996478798,39.27761826,16.01934411,36.63291522,8.070122412,538.78
6617,63,0.996478386,39.27168329,16.03203385,36.62737987,8.068902992,544.28
6618,195,0.996478221,39.26575011,16.02961172,36.63695422,8.06768394,538
6619,24,0.996477736,39.25981873,16.04229607,36.63141994,8.066465257,536.58
6620,155,0.996477496,39.25388914,16.03987313,36.64099079,8.065246942,551.87
6621,79,0.996477114,39.24796134,16.0525521,36.63545757,8.064028994,551.49
6622,347,0.996477234,39.24203533,16.05012834,36.64502491,8.062811415,542.19
6623,389,0.996477433,39.23611111,16.04770531,36.65458937,8.061594203,542.35
6624,90,0.996477072,39.23018868,16.06037736,36.6490566,8.060377358,543.41
6625,316,0.996477134,39.22426804,16.05795352,36.65861757,8.059160881,543.79
6626,179,0.99647694,39.21834918,16.05553041,36.66817565,8.057944771,544.35
6627,252,0.996476882,39.21243211,16.05310803,36.67773084,8.056729028,546.26
6628,1001,0.996478226,39.20651682,16.05068638,36.67219792,8.070598884,553.01
6629,2153,0.996481721,39.20060332,16.04826546,36.66666667,8.084464555,557.95
6630,259,0.996481676,39.1946916,16.04584527,36.67621777,8.083245363,560.9
6631,2127,0.996485114,39.18878166,16.04342581,36.67068758,8.097104946,550.08
6632,223,0.996485001,39.18287351,16.04100709,36.68023519,8.095884215,543.71
6633,607,0.996485603,39.17696714,16.03858909,36.68977992,8.094663853,541.99
6634,3,0.996485081,39.18613414,16.03617182,36.68425019,8.093443858,539.74
6635,225,0.996484972,39.18022905,16.03375527,36.69379144,8.092224231,535.8
6636,587,0.996485537,39.17432575,16.03133946,36.70332982,8.091004972,525.89
6637,1057,0.996486976,39.16842422,16.02892437,36.69780054,8.104850859,526.86
6638,1585,0.996489393,39.16252448,16.02651002,36.69227293,8.118692574,514.99
6639,129,0.996489106,39.15662651,16.02409639,36.70180723,8.11746988,510.51
6640,51,0.996488673,39.15073031,16.03674145,36.69628068,8.116247553,509.14
6641,310,0.996488722,39.14483589,16.03432701,36.7058115,8.115025595,533.3
6642,30,0.996488251,39.13894325,16.04696673,36.70028602,8.113804004,530.28
6643,181,0.99648806,39.13305238,16.04455148,36.70981337,8.112582781,528.13
6644,289,0.99648807,39.12716328,16.04213695,36.71933785,8.111361926,528.88
6645,482,0.996488438,39.12127596,16.03972314,36.72885946,8.110141438,532.14
6646,114,0.996488123,39.1153904,16.03731006,36.73837822,8.108921318,519.92
6647,141,0.996487858,39.10950662,16.03489771,36.7478941,8.107701564,522.3
6648,325,0.996487935,39.10362461,16.03248609,36.75740713,8.106482178,516.35
6649,71,0.99648754,39.09774436,16.04511278,36.7518797,8.105263158,501.07
6650,246,0.99648747,39.09186588,16.04270035,36.76138926,8.104044505,499.97
6651,1080,0.996488946,39.08598918,16.04028863,36.7558629,8.11785929,499.92
6652,5,0.99648843,39.09514505,16.03787765,36.75033819,8.11663911,497.37
6653,947,0.996489658,39.08926961,16.03546739,36.7598437,8.115419297,507.55
6654,1701,0.99649228,39.08339594,16.03305785,36.75432006,8.129226146,503.44
6655,251,0.996492219,39.07752404,16.03064904,36.76382212,8.128004808,513.1
6656,13,0.996491718,39.0716539,16.04326273,36.75829953,8.126783837,520.65
6657,1179,0.996493372,39.06578552,16.04085311,36.75277861,8.140582758,531.47
6658,5,0.996492856,39.07493618,16.03844421,36.74725935,8.139360264,524.31
6659,543,0.996493334,39.06906907,16.03603604,36.75675676,8.138138138,514.04
6660,46,0.996492894,39.06320372,16.04864135,36.75123855,8.136916379,506.58
6661,263,0.996492855,39.05734014,16.04623236,36.76073251,8.135694986,503.68
6662,251,0.996492794,39.05147831,16.0438241,36.77022362,8.134473961,500.12
6663,99,0.996492453,39.04561825,16.05642257,36.76470588,8.133253301,519.84
6664,141,0.996492188,39.03975994,16.0540135,36.77419355,8.132033008,519.38
6665,23,0.996491706,39.03390339,16.06660666,36.76867687,8.130813081,480.28
6666,474,0.996492057,39.0280486,16.06419679,36.77816109,8.12959352,481.47
6667,627,0.99649269,39.02219556,16.06178764,36.78764247,8.128374325,483.28
6668,227,0.996492584,39.01634428,16.05937922,36.79712101,8.127155496,481.7
6669,29,0.996492114,39.01049475,16.07196402,36.7916042,8.125937031,481.85
6670,1562,0.99649447,39.00464698,16.06955479,36.78608904,8.139709189,481.03
6671,611,0.996495071,38.99880096,16.06714628,36.79556355,8.138489209,486.31
6672,679,0.996495798,38.99295669,16.0647385,36.80503522,8.137269594,484.51
6673,62,0.996495388,38.98711417,16.07731495,36.79952053,8.136050345,496.15
6674,317,0.996495449,38.98127341,16.07490637,36.80898876,8.134831461,503.78
6675,119,0.996495144,38.97543439,16.0724985,36.81845416,8.133612942,501.52
6676,95,0.996494796,38.96959712,16.08506814,36.81293994,8.132394788,505.12
6677,262,0.996494755,38.96376161,16.08265948,36.82240192,8.131176999,504.95
6678,986,0.996496045,38.95792783,16.08025153,36.83186106,8.129959575,501.9
6679,1185,0.9964977,38.95209581,16.07784431,36.82634731,8.143712575,480.42
6680,371,0.996497859,38.94626553,16.07543781,36.83580302,8.142493639,477.93
6681,152,0.996497615,38.94043699,16.07303203,36.84525591,8.141275067,460.98
6682,24,0.996497137,38.9346102,16.0855903,36.83974263,8.140056861,464.06
6683,385,0.996497322,38.92878516,16.08318372,36.8491921,8.138839019,470.52
6684,224,0.996497211,38.92296185,16.08077786,36.85863874,8.137621541,472.54
6685,297,0.996497234,38.91714029,16.07837272,36.86808256,8.136404427,471.88
6686,180,0.996497042,38.91132047,16.0759683,36.87752355,8.135187678,478.24
6687,489,0.996497417,38.90550239,16.07356459,36.88696172,8.133971292,473.54
6688,91,0.996497062,38.89968605,16.08611153,36.88144715,8.13275527,462.28
6689,435,0.996497338,38.89387145,16.08370703,36.89088191,8.131539611,472.94
6690,389,0.99649753,38.88805859,16.08130324,36.90031385,8.130324316,480.59
6691,2521,0.996501625,38.88224746,16.07890018,36.89479976,8.1440526,478.2
6692,91,0.99650127,38.87643807,16.09143882,36.88928732,8.142835799,479.15
6693,12,0.996500771,38.87063042,16.10397371,36.88377652,8.141619361,479.13
6694,435,0.996501046,38.8648245,16.10156833,36.89320388,8.140403286,477.67
6695,467,0.996501379,38.85902031,16.09916368,36.90262843,8.139187575,488.38
6696,149,0.996501131,38.85321786,16.09675974,36.91205017,8.137972226,495.91
6697,361,0.99650127,38.84741714,16.09435652,36.9214691,8.136757241,494.85
6698,496,0.996501656,38.84161815,16.09195402,36.93088521,8.135542618,495.21
6699,37,0.996501203,38.8358209,16.10447761,36.92537313,8.134328358,504.16
6700,25,0.996500728,38.83002537,16.11699746,36.91986271,8.133114461,505.23
6701,560,0.996501231,38.82423157,16.11459266,36.92927484,8.131900925,499.56
6702,38,0.99650078,38.8184395,16.12710727,36.92376548,8.130687752,501.98
6703,1483,0.996502968,38.81264916,16.12470167,36.91825776,8.144391408,505.33
6704,170,0.996502758,38.80686055,16.12229679,36.92766592,8.143176734,491.91
6705,1505,0.996504982,38.80107367,16.11989263,36.92215926,8.156874441,489.77
6706,1344,0.996506909,38.7952885,16.11748919,36.91665424,8.170568063,489.67
6707,1745,0.996509562,38.78950507,16.11508646,36.91115086,8.184257603,488.23
6708,85,0.996509198,38.78372336,16.1275898,36.90564913,8.183037711,499.45
6709,233,0.996509103,38.77794337,16.12518629,36.91505216,8.181818182,499.28
6710,109,0.996508782,38.7721651,16.12278349,36.92445239,8.180599017,509.03
6711,133,0.996508506,38.76638856,16.12038141,36.93384982,8.179380215,507.99
6712,305,0.996508541,38.76061373,16.11798004,36.94324445,8.178161776,513.51
6713,2255,0.996512114,38.75484063,16.11557939,36.93774203,8.191837951,513.49
6714,27,0.996511645,38.74906925,16.12807148,36.93224125,8.190618019,514.45
6715,667,0.996512336,38.74329958,16.12567004,36.94163192,8.189398451,523.59
6716,1790,0.996515058,38.73753164,16.12326932,36.9361322,8.203066845,532.62
6717,244,0.996514982,38.73176541,16.12086931,36.9455195,8.201845787,534.64
6718,37,0.996514532,38.72600089,16.13335318,36.94002084,8.200625093,541.25
6719,39,0.996514085,38.7202381,16.14583333,36.93452381,8.199404762,561.03
6720,73,0.9965137,38.71447701,16.15830978,36.92902842,8.198184794,550.78
6721,607,0.996514281,38.70871764,16.15590598,36.93841119,8.196965189,550.95
6722,167,0.996514066,38.70295999,16.1535029,36.94779116,8.195745947,557.37
6723,1553,0.996516355,38.69720405,16.15110054,36.94229625,8.209399167,560.98
6724,853,0.996517377,38.69144981,16.14869888,36.95167286,8.208178439,558.95
6725,90,0.996517024,38.68569729,16.16116563,36.94617901,8.206958073,562.65
6726,539,0.99651748,38.67994648,16.15876319,36.95555225,8.20573807,565.13
6727,235,0.996517387,38.67419738,16.15636147,36.96492271,8.20451843,562.87
6728,696,0.996518126,38.66844999,16.15396047,36.97429038,8.203299153,558.98
6729,5,0.996517619,38.67756315,16.15156018,36.96879643,8.202080238,556.66
6730,10,0.996517122,38.67181697,16.16401723,36.96330412,8.200861685,555.62
6731,432,0.996517385,38.66607249,16.16161616,36.97266786,8.199643494,554.51
6732,531,0.996517826,38.66032972,16.1592158,36.98202881,8.198425665,555.46
6733,1253,0.996519566,38.65458865,16.15681616,36.97653698,8.212058212,566.12
6734,205,0.996519419,38.64884929,16.15441722,36.98589458,8.210838901,570.17
6735,159,0.99651919,38.64311164,16.152019,36.99524941,8.209619952,575.63
6736,1223,0.996520874,38.63737569,16.14962149,36.98975805,8.223244768,576.78
6737,587,0.996521414,38.63164144,16.1472247,36.99910953,8.22202434,578.6
6738,459,0.996521724,38.62590889,16.14482861,37.00845823,8.220804274,586.07
6739,1195,0.996523354,38.62017804,16.14243323,37.00296736,8.234421365,582.56
6740,816,0.996524303,38.61444889,16.14003857,37.01231271,8.233199822,589.74
6741,71,0.996523916,38.60872145,16.15247701,37.0068229,8.231978641,577.88
6742,125,0.996523627,38.6029957,16.15008157,37.01616491,8.230757823,577.13
6743,179,0.996523434,38.59727165,16.14768683,37.02550415,8.229537367,587.01
6744,143,0.996523176,38.5915493,16.14529281,37.03484062,8.228317272,586.8
6745,1553,0.996525444,38.58582864,16.1428995,37.02935073,8.241921138,588.36
6746,867,0.996526482,38.58010968,16.14050689,37.03868386,8.24069957,587.62
6747,35,0.996526031,38.57439241,16.1529342,37.03319502,8.239478364,586.11
6748,361,0.996526164,38.56867684,16.15054082,37.04252482,8.23825752,597.81
6749,966,0.996527378,38.56296296,16.14814815,37.05185185,8.237037037,604.03
6750,353,0.996527496,38.55725078,16.14575618,37.06117612,8.235816916,606.96
6751,513,0.996527899,38.55154028,16.14336493,37.07049763,8.234597156,620.97
6752,247,0.996527828,38.54583148,16.14097438,37.07981638,8.233377758,622.63
6753,1282,0.996529603,38.54012437,16.13858454,37.07432633,8.246964762,622.05
6754,359,0.996529731,38.53441895,16.13619541,37.08364175,8.245743893,623.7
6755,37,0.996529285,38.52871522,16.14860864,37.07815275,8.244523387,612.28
6756,3,0.996528778,38.53781264,16.14621874,37.07266538,8.243303241,600.04
6757,1035,0.996530111,38.53211009,16.14382954,37.06717964,8.256880734,587.01
6758,1127,0.996531607,38.52640923,16.14144104,37.06169552,8.270454209,586.54
6759,526,0.996532032,38.52071006,16.13905325,37.07100592,8.269230769,584.39
6760,1021,0.996533336,38.51501257,16.13666617,37.06552285,8.282798403,596.38
6761,159,0.996533108,38.50931677,16.1342798,37.07482993,8.281573499,595.32
6762,803,0.996534024,38.50362265,16.13189413,37.08413426,8.280348958,604.26
6763,97,0.996533685,38.49793022,16.14429332,37.07865169,8.279124778,586.58
6764,237,0.996533596,38.49223947,16.14190687,37.0879527,8.277900961,589.02
6765,937,0.996534749,38.4865504,16.13952114,37.09725096,8.276677505,587.68
6766,1377,0.996536681,38.48086301,16.1371361,37.09176888,8.290232008,572.31
6767,829,0.99653764,38.4751773,16.13475177,37.10106383,8.289007092,573.64
6768,888,0.996538702,38.46949328,16.13236815,37.11035603,8.287782538,577.1
6769,2007,0.996541742,38.46381093,16.12998523,37.10487445,8.301329394,579.38
6770,537,0.996542181,38.45813026,16.12760301,37.11416334,8.300103382,581.34
6771,628,0.996542781,38.45245127,16.1252215,37.1234495,8.298877732,583.18
6772,1321,0.996544603,38.44677396,16.12284069,37.1179684,8.31241695,583.64
6773,423,0.99654484,38.44109832,16.12046058,37.12725125,8.311189844,568.35
6774,114,0.996544533,38.43542435,16.11808118,37.13653137,8.3099631,566.59
6775,489,0.996544886,38.42975207,16.11570248,37.14580874,8.308736718,567.6
6776,343,0.996544982,38.42408145,16.11332448,37.15508337,8.307510698,567.73
6777,36,0.996544538,38.41841251,16.1257008,37.14960165,8.30628504,572.73
6778,597,0.996545081,38.41274524,16.12332202,37.15887299,8.305059743,578.1
6779,953,0.996546251,38.40707965,16.12094395,37.16814159,8.303834808,579.76
6780,267,0.996546213,38.40141572,16.11856658,37.17740746,8.302610234,580.06
6781,41,0.996545777,38.39575347,16.13093483,37.17192569,8.301386022,577.52
6782,119,0.996545479,38.39009288,16.12855669,37.18118826,8.30016217,573.37
6783,1451,0.996547523,38.38443396,16.12617925,37.17570755,8.313679245,561.66
6784,629,0.996548121,38.37877671,16.12380251,37.18496684,8.312453943,568.57
6785,843,0.996549094,38.37312113,16.12142647,37.1942234,8.311229001,570.22
6786,295,0.996549105,38.36746722,16.11905113,37.20347724,8.31000442,569.62
6787,671,0.996549775,38.36181497,16.11667649,37.21272834,8.3087802,563.94
6788,838,0.996550738,38.35616438,16.11430255,37.22197673,8.307556341,562.32
6789,84,0.996550379,38.35051546,16.12665685,37.21649485,8.306332842,551.77
6790,1107,0.996551812,38.34486821,16.12428214,37.21101458,8.319835076,552.16
6791,1335,0.996553642,38.33922261,16.12190813,37.20553592,8.333333333,555.94
6792,16,0.996553164,38.33357868,16.13425585,37.20005888,8.33210658,555.05
6793,1000,0.996554407,38.32793641,16.13188107,37.19458346,8.345599058,554.57
6794,414,0.996554625,38.32229581,16.12950699,37.20382634,8.344370861,556.73
6795,623,0.996555208,38.31665686,16.12713361,37.21306651,8.343143025,541.49
6796,75,0.996554833,38.31101957,16.1394733,37.20759158,8.341915551,532.99
6797,210,0.996554695,38.30538394,16.13709915,37.21682848,8.340688438,541.85
6798,1666,0.996557097,38.29974996,16.13472569,37.21135461,8.354169731,560.01
6799,659,0.996557741,38.29411765,16.13235294,37.22058824,8.352941176,563.35
6800,318,0.996557791,38.28848699,16.12998089,37.22981914,8.351712983,561.87
6801,1961,0.9965607,38.28285798,16.12760953,37.22434578,8.36518671,557.4
6802,204,0.996560551,38.27723063,16.12523887,37.23357342,8.363957078,559.08
6803,1425,0.996562524,38.27160494,16.1228689,37.22810112,8.377425044,546.28
6804,335,0.996562602,38.2659809,16.12049963,37.2373255,8.376193975,562.14
6805,363,0.996562729,38.26035851,16.11813106,37.24654716,8.374963268,562.74
6806,120,0.996562434,38.25473777,16.11576318,37.25576612,8.373732922,564.04
6807,442,0.996562698,38.24911868,16.113396,37.26498237,8.372502938,555.4
6808,38,0.99656226,38.24350125,16.12571596,37.25950947,8.371273315,551.68
6809,18,0.996561789,38.23788546,16.13803231,37.25403818,8.370044053,549.43
6810,1308,0.996563555,38.23227133,16.1356629,37.24856849,8.383497284,545.45
6811,27,0.996563099,38.22665884,16.14797416,37.24310041,8.382266588,553.03
6812,1199,0.996564674,38.221048,16.14560399,37.23763394,8.395714076,548.84
6813,487,0.996565015,38.2154388,16.14323452,37.24684473,8.394481949,561.45
6814,271,0.996564982,38.20983125,16.14086574,37.25605282,8.393250183,560.39
6815,533,0.996565402,38.20422535,16.13849765,37.26525822,8.392018779,552.65
6816,253,0.996565338,38.19862109,16.13613026,37.27446091,8.390787737,544.23
6817,377,0.996565488,38.19301848,16.13376357,37.2836609,8.389557055,542.79
6818,383,0.996565649,38.18741751,16.13139757,37.29285819,8.388326734,534.77
6819,267,0.996565609,38.18181818,16.12903226,37.30205279,8.387096774,517.41
6820,269,0.996565572,38.1762205,16.12666764,37.31124469,8.385867175,517.93
6821,791,0.996566438,38.17062445,16.12430372,37.32043389,8.384637936,526.4
6822,213,0.996566305,38.16503005,16.1219405,37.3296204,8.383409058,518.48
6823,24,0.996565845,38.15943728,16.13423212,37.32415006,8.382180539,514.67
6824,677,0.996566513,38.15384615,16.13186813,37.33333333,8.380952381,523.5
6825,191,0.996566341,38.14825667,16.12950483,37.34251392,8.379724582,518.72
6826,552,0.996566793,38.14266881,16.12714223,37.35169181,8.378497144,520.68
6827,735,0.996567561,38.1370826,16.12478032,37.36086702,8.377270064,524.67
6828,1233,0.996569186,38.13149802,16.1224191,37.3553961,8.390686777,522.55
6829,171,0.996568981,38.12591508,16.12005857,37.36456808,8.389458272,525.37
6830,40,0.996568549,38.12033377,16.13233787,37.35909823,8.388230127,534.81
6831,178,0.996568355,38.1147541,16.12997658,37.36826698,8.387002342,535.95
6832,116,0.996568055,38.10917606,16.12761598,37.37743305,8.385774916,537.27
6833,82,0.996567695,38.10359965,16.13988879,37.37196371,8.384547849,534.29
6834,896,0.996568739,38.09802487,16.13752743,37.38112655,8.383321141,533.06
6835,324,0.996568797,38.09245173,16.13516676,37.39028672,8.382094792,527.88
6836,1163,0.996570299,38.08688021,16.13280679,37.3848179,8.3954951,531.63
6837,19,0.996569831,38.08131032,16.14507166,37.37935069,8.39426733,533.63
6838,297,0.996569843,38.07574207,16.14271092,37.38850709,8.393039918,535.92
6839,140,0.996569584,38.07017544,16.14035088,37.39766082,8.391812865,537.09
6840,855,0.996570554,38.06461044,16.13799152,37.40681187,8.390586172,529.06
6841,449,0.996570827,38.05904706,16.13563286,37.41596025,8.389359836,518.94
6842,36,0.996570389,38.05348531,16.14788835,37.41049247,8.388133859,525.09
6843,131,0.996570115,38.04792519,16.14552893,37.41963764,8.386908241,519.91
6844,359,0.996570232,38.04236669,16.1431702,37.42878013,8.38568298,517.92
6845,29,0.996569783,38.03680982,16.15541922,37.42331288,8.384458078,512.48
6846,17,0.996569313,38.03125456,16.16766467,37.41784723,8.383233533,523.9
6847,921,0.996570396,38.02570093,16.16530374,37.42698598,8.382009346,536.58
6848,2177,0.996573633,38.02014893,16.1629435,37.42152139,8.395386188,520.15
6849,1300,0.996575361,38.01459854,16.16058394,37.41605839,8.408759124,514.19
6850,205,0.996575214,38.00904977,16.15822508,37.4251934,8.407531747,514.02
6851,66,0.996574829,38.00350263,16.17046118,37.41973147,8.406304729,504.9
6852,415,0.996575041,37.9979571,16.16810156,37.42886327,8.405078068,505.21
6853,2,0.996574547,38.00700321,16.16574263,37.42340239,8.403851765,495.68
6854,1945,0.996577376,38.00145879,16.16338439,37.41794311,8.417213713,498.08
6855,97,0.996577044,37.99591599,16.1756126,37.41248541,8.415985998,499.27
6856,133,0.996576773,37.9903748,16.17325361,37.42161295,8.414758641,512.24
6857,171,0.996576568,37.98483523,16.1708953,37.43073782,8.413531642,507.93
6858,755,0.996577361,37.97929727,16.16853769,37.43986004,8.412305001,511.36
6859,301,0.996577377,37.97376093,16.16618076,37.44897959,8.411078717,512.16
6860,623,0.996577944,37.96822621,16.16382452,37.45809649,8.409852791,506.99
6861,917,0.996579012,37.96269309,16.16146896,37.46721073,8.408627222,512.67
6862,384,0.99657917,37.95716159,16.15911409,37.47632231,8.407402011,504.63
6863,1358,0.996580987,37.9516317,16.15675991,37.47086247,8.420745921,500.79
6864,131,0.996580714,37.94610342,16.15440641,37.47997087,8.419519301,501.9
6865,163,0.996580495,37.94057676,16.1520536,37.48907661,8.418293038,501.26
6866,535,0.99658091,37.9350517,16.14970147,37.4981797,8.417067133,507.18
6867,685,0.996581579,37.92952825,16.14735003,37.50728014,8.415841584,511.7
6868,86,0.99658123,37.92400641,16.15955743,37.50181977,8.414616392,509.24
