,the scores,sucess rate,one digit scores,two digits scores,three digits scores,four and more digits scores,Moving average,y=100,y=1000,%1_digit,%2_digits,%3_digits,%>=4_digits
7160,416,0.98979087,61.49979053,21.03058232,15.24926686,2.220360285,416.04,100,1000,61%,21%,15%,2%
7161,1676,0.989813798,61.49120357,21.02764591,15.24713767,2.234012846,395.96,100,1000,61%,21%,15%,2%
7162,33,0.989812869,61.48261901,21.03867095,15.24500907,2.233700963,395.89,100,1000,61%,21%,15%,2%
7163,749,0.989822302,61.47403685,21.03573423,15.25683975,2.233389168,396.12,100,1000,61%,21%,15%,2%
7164,0,0.989820896,61.47941382,21.03279833,15.2547104,2.23307746,395.12,100,1000,61%,21%,15%,2%
7165,1104,0.989835432,61.4708345,21.02986324,15.25258164,2.246720625,395.96,100,1000,61%,21%,15%,2%
7166,210,0.989837055,61.46225757,21.02692898,15.26440631,2.246407144,396.4,100,1000,61%,21%,15%,2%
7167,1366,0.989855302,61.45368304,21.02399554,15.26227679,2.260044643,394.5,100,1000,61%,21%,15%,2%
7168,1925,0.989881468,61.44511089,21.02106291,15.26014786,2.273678337,376.65,100,1000,61%,21%,15%,2%
7169,797,0.989891442,61.43654114,21.0181311,15.27196653,2.273361227,376.55,100,1000,61%,21%,15%,2%
7170,143,0.989892085,61.42797378,21.01520011,15.2837819,2.273044206,376.4,100,1000,61%,21%,15%,2%
7171,779,0.989901777,61.41940881,21.01226994,15.29559398,2.272727273,376.27,100,1000,61%,21%,15%,2%
7172,353,0.989905401,61.41084623,21.00934058,15.30740276,2.272410428,360.42,100,1000,61%,21%,15%,2%
7173,17,0.989904249,61.40228603,21.02035127,15.30526903,2.272093672,367.7,100,1000,61%,21%,15%,2%
7174,6,0.989902942,61.40766551,21.0174216,15.30313589,2.271777003,364.97,100,1000,61%,21%,15%,2%
7175,6,0.989901634,61.41304348,21.01449275,15.30100334,2.271460424,366.03,100,1000,61%,21%,15%,2%
7176,908,0.98991313,61.40448655,21.01156472,15.31280479,2.271143932,367.11,100,1000,61%,21%,15%,2%
7177,24,0.989912079,61.39593201,21.02256896,15.3106715,2.270827529,339.96,100,1000,61%,21%,15%,2%
7178,259,0.989914358,61.38737986,21.01964062,15.32246831,2.270511213,332.97,100,1000,61%,21%,15%,2%
7179,4,0.989913024,61.39275766,21.01671309,15.32033426,2.270194986,320.04,100,1000,61%,21%,15%,2%
7180,30,0.989912059,61.38420833,21.02771202,15.31820081,2.269878847,308.24,100,1000,61%,21%,15%,2%
7181,0,0.989910668,61.38958507,21.02478418,15.31606795,2.269562796,309.44,100,1000,61%,21%,15%,2%
7182,16,0.989909504,61.38103856,21.03577892,15.31393568,2.269246833,310.02,100,1000,61%,21%,15%,2%
7183,8,0.989908227,61.38641425,21.03285078,15.31180401,2.268930958,304.63,100,1000,61%,21%,15%,2%
7184,1199,0.989923808,61.37787056,21.02992345,15.30967293,2.282533055,307.6,100,1000,61%,21%,15%,2%
7185,112,0.989924002,61.36932925,21.02699694,15.32145839,2.282215419,305.63,100,1000,61%,21%,15%,2%
7186,0,0.989922614,61.37470433,21.02407124,15.31932656,2.281897871,297.83,100,1000,61%,21%,15%,2%
7187,47,0.98992189,61.36616583,21.03505843,15.31719533,2.281580412,298.95,100,1000,61%,21%,15%,2%
7188,8,0.989920616,61.37153985,21.03213242,15.31506468,2.281263041,294.86,100,1000,61%,21%,15%,2%
7189,64,0.989920132,61.36300417,21.04311544,15.31293463,2.280945758,296.03,100,1000,61%,21%,15%,2%
7190,184,0.989921344,61.35447087,21.04018913,15.32471144,2.280628563,302.4,100,1000,61%,21%,15%,2%
7191,12,0.989920126,61.34593993,21.05116796,15.32258065,2.280311457,336.74,100,1000,61%,21%,15%,2%
7192,30,0.989919163,61.33741137,21.06214375,15.32045044,2.279994439,319.52,100,1000,61%,21%,15%,2%
7193,206,0.989920685,61.32888518,21.05921601,15.3322213,2.279677509,314.73,100,1000,61%,21%,15%,2%
7194,173,0.989921741,61.32036136,21.05628909,15.34398888,2.279360667,319.65,100,1000,61%,21%,15%,2%
7195,74,0.989921399,61.31183991,21.06725959,15.34185659,2.279043913,325.53,100,1000,61%,21%,15%,2%
7196,101,0.989921438,61.30332083,21.06433236,15.35361956,2.278727247,311.47,100,1000,61%,21%,15%,2%
7197,14,0.98992025,61.29480411,21.07529869,15.35148652,2.27841067,310.46,100,1000,61%,21%,15%,2%
7198,6,0.989918948,61.30018058,21.07237116,15.34935408,2.27809418,311.04,100,1000,61%,21%,15%,2%
7199,99,0.98991896,61.29166667,21.08333333,15.34722222,2.277777778,317.27,100,1000,61%,21%,15%,2%
7200,62,0.989918449,61.28315512,21.09429246,15.34509096,2.277461464,307.22,100,1000,61%,21%,15%,2%
7201,6,0.989917148,61.28853096,21.09136351,15.34296029,2.277145237,308.54,100,1000,61%,21%,15%,2%
7202,166,0.989918105,61.28002221,21.08843537,15.35471331,2.276829099,299.19,100,1000,61%,21%,15%,2%
7203,206,0.989919626,61.27151582,21.08550805,15.36646308,2.276513048,308.31,100,1000,61%,21%,15%,2%
7204,33,0.989918706,61.2630118,21.09646079,15.36433033,2.276197085,307.41,100,1000,61%,21%,15%,2%
7205,85,0.98991852,61.25451013,21.10741049,15.36219817,2.27588121,317.38,100,1000,61%,21%,15%,2%
7206,230,0.989920378,61.24601082,21.10448175,15.373942,2.275565423,318.71,100,1000,61%,21%,15%,2%
7207,113,0.989920587,61.23751387,21.10155383,15.38568257,2.275249723,320.36,100,1000,61%,21%,15%,2%
7208,127,0.989920993,61.22901928,21.09862672,15.39741989,2.27493411,374.49,100,1000,61%,21%,15%,2%
7209,543,0.989927256,61.22052705,21.09570042,15.40915395,2.274618585,395.85,100,1000,61%,21%,15%,2%
7210,263,0.989929573,61.21203717,21.09277493,15.42088476,2.274303148,395.59,100,1000,61%,21%,15%,2%
7211,383,0.989933574,61.20354964,21.08985025,15.43261231,2.273987798,396.97,100,1000,61%,21%,15%,2%
7212,136,0.989934103,61.19506447,21.08692638,15.44433661,2.273672536,383.39,100,1000,61%,21%,15%,2%
7213,30,0.989933143,61.18658165,21.09786526,15.44219573,2.273357361,388.83,100,1000,61%,21%,15%,2%
7214,84,0.989932942,61.17810118,21.10880111,15.44005544,2.273042273,382.25,100,1000,61%,21%,15%,2%
7215,44,0.989932179,61.16962306,21.11973392,15.43791574,2.272727273,384.35,100,1000,61%,21%,15%,2%
7216,80,0.989931922,61.16114729,21.13066371,15.43577664,2.27241236,373.4,100,1000,61%,21%,15%,2%
7217,121,0.98993224,61.15267387,21.12773622,15.44749238,2.272097534,371.31,100,1000,61%,21%,15%,2%
7218,99,0.989932249,61.1442028,21.13866186,15.44535254,2.271782795,359.65,100,1000,61%,21%,15%,2%
7219,46,0.989931515,61.13573407,21.14958449,15.4432133,2.271468144,341.04,100,1000,61%,21%,15%,2%
7220,43,0.989930738,61.12726769,21.16050409,15.44107464,2.27115358,333.08,100,1000,61%,21%,15%,2%
7221,221,0.98993246,61.11880366,21.15757408,15.45278316,2.270839103,331.68,100,1000,61%,21%,15%,2%
7222,1061,0.989945951,61.11034196,21.15464488,15.45064378,2.284369376,324.47,100,1000,61%,21%,15%,2%
7223,0,0.989944573,61.11572536,21.1517165,15.44850498,2.284053156,321.1,100,1000,61%,21%,15%,2%
7224,355,0.989948162,61.10726644,21.14878893,15.46020761,2.283737024,321.47,100,1000,61%,21%,15%,2%
7225,178,0.989949273,61.09880985,21.14586216,15.471907,2.28342098,321.73,100,1000,61%,21%,15%,2%
7226,11,0.98994805,61.09035561,21.15677321,15.46976615,2.283105023,321.82,100,1000,61%,21%,15%,2%
7227,87,0.98994789,61.08190371,21.16768124,15.4676259,2.282789153,312.93,100,1000,61%,21%,15%,2%
7228,25,0.989946863,61.07345414,21.17858625,15.46548624,2.282473371,314.17,100,1000,61%,21%,15%,2%
7229,108,0.989946996,61.06500692,21.17565698,15.47717842,2.282157676,312.14,100,1000,61%,21%,15%,2%
7230,160,0.989947856,61.05656202,21.17272853,15.48886738,2.281842069,313.27,100,1000,61%,21%,15%,2%
7231,90,0.989947737,61.04811947,21.18362832,15.48672566,2.281526549,313.2,100,1000,61%,21%,15%,2%
7232,37,0.989946878,61.03967925,21.19452509,15.48458454,2.281211116,313.4,100,1000,61%,21%,15%,2%
7233,365,0.9899506,61.03124136,21.19159524,15.49626763,2.28089577,314.14,100,1000,61%,21%,15%,2%
7234,5,0.989949295,61.03662751,21.18866621,15.49412578,2.280580511,314.97,100,1000,61%,21%,15%,2%
7235,63,0.989948799,61.02819237,21.19955777,15.49198452,2.28026534,303.04,100,1000,61%,21%,15%,2%
7236,177,0.989949895,61.01975957,21.19662844,15.50366174,2.279950256,302.38,100,1000,61%,21%,16%,2%
7237,937,0.989961583,61.0113291,21.19369992,15.51533573,2.279635258,303,100,1000,61%,21%,16%,2%
7238,117,0.989961839,61.00290095,21.19077221,15.52700649,2.279320348,303.03,100,1000,61%,21%,16%,2%
7239,721,0.989970493,60.99447514,21.1878453,15.53867403,2.279005525,303.37,100,1000,61%,21%,16%,2%
7240,3833,0.990022103,60.98605165,21.18491921,15.5365281,2.292501036,302.91,100,1000,61%,21%,16%,2%
7241,424,0.990026566,60.97763049,21.18199392,15.54819111,2.292184479,301.16,100,1000,61%,21%,16%,2%
7242,29,0.9900256,60.96921165,21.19287588,15.54604446,2.29186801,301.26,100,1000,61%,21%,16%,2%
7243,680,0.99003357,60.96079514,21.1899503,15.55770293,2.291551629,303.75,100,1000,61%,21%,16%,2%
7244,1076,0.990046942,60.95238095,21.18702553,15.55555556,2.305037957,301.71,100,1000,61%,21%,16%,2%
7245,96,0.990046895,60.94396909,21.19790229,15.55340878,2.304719845,300.49,100,1000,61%,21%,16%,2%
7246,1,0.990045548,60.94935836,21.19497723,15.55126259,2.304401821,299.93,100,1000,61%,21%,16%,2%
7247,726,0.990054107,60.94094923,21.19205298,15.56291391,2.304083885,299.06,100,1000,61%,21%,16%,2%
7248,708,0.990062403,60.93254242,21.18912954,15.57456201,2.303766037,298.92,100,1000,61%,21%,16%,2%
7249,167,0.990063321,60.92413793,21.1862069,15.5862069,2.303448276,299.1,100,1000,61%,21%,16%,2%
7250,132,0.990063761,60.91573576,21.18328506,15.59784857,2.303130603,298.11,100,1000,61%,21%,16%,2%
7251,554,0.990069943,60.90733591,21.18036404,15.60948704,2.302813017,298.1,100,1000,61%,21%,16%,2%
7252,912,0.990080974,60.89893837,21.17744382,15.62112229,2.302495519,298.19,100,1000,61%,21%,16%,2%
7253,112,0.990081139,60.89054315,21.1745244,15.63275434,2.302178109,296.53,100,1000,61%,21%,16%,2%
7254,1002,0.990093359,60.88215024,21.17160579,15.63059959,2.315644383,295.36,100,1000,61%,21%,16%,2%
7255,259,0.99009551,60.87375965,21.16868798,15.64222712,2.315325248,295.03,100,1000,61%,21%,16%,2%
7256,170,0.990096456,60.86537137,21.16577098,15.65385145,2.315006201,294.5,100,1000,61%,21%,16%,2%
7257,5514,0.990169082,60.8569854,21.16285478,15.65169468,2.328465142,293.72,100,1000,61%,21%,16%,2%
7258,2260,0.990197747,60.84860174,21.15993939,15.6495385,2.341920375,293.1,100,1000,61%,21%,16%,2%
7259,128,0.990198104,60.84022039,21.15702479,15.66115702,2.341597796,292.88,100,1000,61%,21%,16%,2%
7260,554,0.990204094,60.83184134,21.154111,15.67277235,2.341275306,287.91,100,1000,61%,21%,16%,2%
7261,318,0.990206959,60.82346461,21.15119802,15.68438447,2.340952906,285.46,100,1000,61%,21%,16%,2%
7262,577,0.990213239,60.81509018,21.14828583,15.69599339,2.340630593,282.44,100,1000,61%,21%,16%,2%
7263,91,0.990213105,60.80671806,21.15914097,15.6938326,2.34030837,281.3,100,1000,61%,21%,16%,2%
7264,210,0.990214539,60.79834825,21.15622849,15.70543703,2.339986235,281.28,100,1000,61%,21%,16%,2%
7265,9,0.990213324,60.80374346,21.15331682,15.70327553,2.339664189,280.45,100,1000,61%,21%,16%,2%
7266,1,0.990212004,60.8091372,21.15040594,15.70111463,2.339342232,282.95,100,1000,61%,21%,16%,2%
7267,200,0.990213306,60.8007705,21.14749587,15.71271326,2.339020363,283.52,100,1000,61%,21%,16%,2%
7268,64,0.990212816,60.79240611,21.15834365,15.71055166,2.338698583,282.31,100,1000,61%,21%,16%,2%
7269,1,0.990211496,60.79779917,21.15543329,15.70839065,2.338376891,281.47,100,1000,61%,21%,16%,2%
7270,3,0.990210203,60.80319076,21.15252372,15.70623023,2.338055288,281.01,100,1000,61%,21%,16%,2%
7271,58,0.990209634,60.79482948,21.16336634,15.70407041,2.337733773,281.62,100,1000,61%,21%,16%,2%
7272,16,0.990208512,60.78647051,21.17420597,15.70191118,2.337412347,280.3,100,1000,61%,21%,16%,2%
7273,54,0.99020789,60.77811383,21.18504262,15.69975254,2.337091009,271.32,100,1000,61%,21%,16%,2%
7274,32,0.990206979,60.76975945,21.19587629,15.6975945,2.336769759,271.66,100,1000,61%,21%,16%,2%
7275,15,0.990205844,60.76140737,21.20670698,15.69543705,2.336448598,268.11,100,1000,61%,21%,16%,2%
7276,19,0.990204762,60.75305758,21.2175347,15.6932802,2.336127525,266.43,100,1000,61%,21%,16%,2%
7277,148,0.99020538,60.74471009,21.2146194,15.70486397,2.33580654,266.64,100,1000,61%,21%,16%,2%
7278,56,0.990204786,60.73636489,21.22544306,15.70270642,2.335485644,265.77,100,1000,61%,21%,16%,2%
7279,117,0.990204995,60.72802198,21.22252747,15.71428571,2.335164835,265.72,100,1000,61%,21%,16%,2%
7280,23,0.990203966,60.71968136,21.23334707,15.71212746,2.334844115,265.06,100,1000,61%,21%,16%,2%
7281,20,0.990202898,60.71134304,21.24416369,15.70996979,2.334523483,263.77,100,1000,61%,21%,16%,2%
7282,90,0.990202752,60.703007,21.25497734,15.70781271,2.334202938,262.88,100,1000,61%,21%,16%,2%
7283,91,0.990202619,60.69467326,21.26578803,15.70565623,2.333882482,263.08,100,1000,61%,21%,16%,2%
7284,6,0.990201366,60.70006863,21.26286891,15.70350034,2.333562114,259.49,100,1000,61%,21%,16%,2%
7285,46,0.990200641,60.69173758,21.27367554,15.70134505,2.333241834,260.72,100,1000,61%,21%,16%,2%
7286,62,0.990200126,60.68340881,21.28447921,15.69919034,2.332921641,261.89,100,1000,61%,21%,16%,2%
7287,50,0.990199453,60.67508233,21.29527991,15.69703622,2.332601537,261.32,100,1000,61%,21%,16%,2%
7288,42,0.990198675,60.66675813,21.30607765,15.6948827,2.33228152,252.67,100,1000,61%,21%,16%,2%
7289,18,0.990197581,60.65843621,21.31687243,15.69272977,2.331961591,251.63,100,1000,61%,21%,16%,2%
7290,9,0.990196368,60.66383212,21.3139487,15.69057742,2.33164175,244.93,100,1000,61%,21%,16%,2%
7291,22,0.990195327,60.65551289,21.32473944,15.68842567,2.331321997,207.16,100,1000,61%,21%,16%,2%
7292,279,0.990197673,60.64719594,21.32181544,15.69998629,2.331002331,203.49,100,1000,61%,21%,16%,2%
7293,2,0.990196368,60.65259117,21.31889224,15.69783384,2.330682753,204.72,100,1000,61%,21%,16%,2%
7294,51,0.990195709,60.6442769,21.32967786,15.69568197,2.330363263,206.35,100,1000,61%,21%,16%,2%
7295,18,0.990194616,60.63596491,21.34046053,15.6935307,2.33004386,196.6,100,1000,61%,21%,16%,2%
7296,14,0.99019347,60.6276552,21.35124024,15.69138002,2.329724544,197.56,100,1000,61%,21%,16%,2%
7297,0,0.990192139,60.63305015,21.34831461,15.68922993,2.329405317,198.69,100,1000,61%,21%,16%,2%
7298,24,0.990191125,60.62474312,21.35909029,15.68708042,2.329086176,191.66,100,1000,61%,21%,16%,2%
7299,0,0.990189794,60.63013699,21.35616438,15.68493151,2.328767123,184.58,100,1000,61%,21%,16%,2%
7300,61,0.990189267,60.62183263,21.36693604,15.68278318,2.328448158,183.03,100,1000,61%,21%,16%,2%
7301,15,0.990188135,60.61353054,21.37770474,15.68063544,2.32812928,183.63,100,1000,61%,21%,16%,2%
7302,0,0.990186804,60.61892373,21.37477749,15.67848829,2.327810489,178.71,100,1000,61%,21%,16%,2%
7303,89,0.990186647,60.61062432,21.38554217,15.67634173,2.327491785,169.59,100,1000,61%,21%,16%,2%
7304,0,0.990185317,60.61601643,21.38261465,15.67419576,2.327173169,173.55,100,1000,61%,21%,16%,2%
7305,32,0.990184408,60.60771968,21.39337531,15.67205037,2.32685464,163.89,100,1000,61%,21%,16%,2%
7306,152,0.990185082,60.59942521,21.39044752,15.68359108,2.326536198,165.48,100,1000,61%,21%,16%,2%
7307,51,0.990184425,60.591133,21.40120416,15.68144499,2.326217843,163.78,100,1000,61%,21%,16%,2%
7308,105,0.990184479,60.58284307,21.3982761,15.69298126,2.325899576,108.64,100,1000,61%,21%,16%,2%
7309,46,0.990183756,60.5745554,21.40902873,15.69083447,2.325581395,96.57,100,1000,61%,21%,16%,2%
7310,18,0.990182663,60.56627,21.41977842,15.68868828,2.325263302,95.45,100,1000,61%,21%,16%,2%
7311,81,0.990182402,60.55798687,21.43052516,15.68654267,2.324945295,92,100,1000,61%,21%,16%,2%
7312,22,0.990181362,60.549706,21.44126897,15.68439765,2.324627376,91.17,100,1000,61%,21%,16%,2%
7313,28,0.990180402,60.5414274,21.45200984,15.68225321,2.324309543,102.68,100,1000,61%,21%,16%,2%
7314,1,0.990179086,60.5468216,21.44907724,15.68010936,2.323991798,142.57,100,1000,61%,21%,16%,2%
7315,294,0.990181632,60.53854565,21.44614543,15.69163477,2.323674139,142.73,100,1000,61%,21%,16%,2%
7316,137,0.990182108,60.53027197,21.44321443,15.70315703,2.323356567,143.24,100,1000,61%,21%,16%,2%
7317,0,0.990180779,60.53566548,21.44028423,15.70101121,2.323039082,146.43,100,1000,61%,21%,16%,2%
7318,15,0.990179648,60.52739445,21.4510179,15.69886597,2.322721683,145.4,100,1000,61%,21%,16%,2%
7319,0,0.99017832,60.53278689,21.44808743,15.69672131,2.322404372,144.76,100,1000,61%,21%,16%,2%
7320,104,0.990178362,60.52451851,21.44515777,15.70823658,2.322087147,147.95,100,1000,61%,21%,16%,2%
7321,89,0.990178206,60.51625239,21.45588637,15.70609123,2.321770008,152.13,100,1000,61%,21%,16%,2%
7322,163,0.990179025,60.50798853,21.45295644,15.71760208,2.321452956,152.87,100,1000,61%,21%,16%,2%
7323,34,0.990178145,60.49972693,21.46368105,15.71545603,2.321135991,153.19,100,1000,60%,21%,16%,2%
7324,0,0.990176817,60.50511945,21.46075085,15.71331058,2.320819113,155.83,100,1000,61%,21%,16%,2%
7325,10,0.990175621,60.4968605,21.47147147,15.71116571,2.320502321,161.1,100,1000,60%,21%,16%,2%
7326,32,0.990174715,60.48860379,21.48218916,15.70902143,2.320185615,167.59,100,1000,60%,21%,16%,2%
7327,0,0.990173387,60.49399563,21.47925764,15.70687773,2.319868996,170.3,100,1000,60%,21%,16%,2%
7328,20,0.990172323,60.48574157,21.48997135,15.70473462,2.319552463,169.13,100,1000,60%,21%,16%,2%
7329,42,0.990171549,60.47748977,21.50068213,15.70259209,2.319236016,168.66,100,1000,60%,22%,16%,2%
7330,31,0.99017063,60.46924021,21.51138999,15.70045014,2.318919656,167.64,100,1000,60%,22%,16%,2%
7331,1,0.990169315,60.47463175,21.50845608,15.69830878,2.318603382,167.83,100,1000,60%,22%,16%,2%
7332,57,0.990168739,60.46638484,21.51915996,15.69616801,2.318287195,167.95,100,1000,60%,22%,16%,2%
7333,6,0.990167491,60.47177529,21.5162258,15.69402782,2.317971094,167.2,100,1000,60%,22%,16%,2%
7334,128,0.99016785,60.46353102,21.51329243,15.70552147,2.317655078,167.1,100,1000,60%,22%,16%,2%
7335,180,0.990168895,60.45528899,21.51035987,15.717012,2.317339149,167.6,100,1000,60%,22%,16%,2%
7336,120,0.990169149,60.4470492,21.5074281,15.72849939,2.317023307,167.15,100,1000,60%,22%,16%,2%
7337,72,0.990168771,60.43881167,21.51812483,15.72635596,2.31670755,166.66,100,1000,60%,22%,16%,2%
7338,13,0.990167615,60.43057637,21.52881864,15.72421311,2.316391879,167.98,100,1000,60%,22%,16%,2%
7339,51,0.990166961,60.42234332,21.53950954,15.72207084,2.316076294,169.38,100,1000,60%,22%,16%,2%
7340,56,0.990166372,60.41411252,21.55019752,15.71992916,2.315760796,169.34,100,1000,60%,22%,16%,2%
7341,57,0.990165796,60.40588396,21.56088259,15.71778807,2.315445383,169.93,100,1000,60%,22%,16%,2%
7342,152,0.990166472,60.39765763,21.55794634,15.72926597,2.315130056,169.81,100,1000,60%,22%,16%,2%
7343,843,0.990176236,60.38943355,21.55501089,15.74074074,2.314814815,167.04,100,1000,60%,22%,16%,2%
7344,101,0.990176239,60.38121171,21.55207624,15.75221239,2.31449966,167.34,100,1000,60%,22%,16%,2%
7345,192,0.990177437,60.3729921,21.54914239,15.76368091,2.31418459,166.96,100,1000,60%,22%,16%,2%
7346,114,0.990177611,60.36477474,21.54620934,15.77514632,2.313869607,168.13,100,1000,60%,22%,16%,2%
7347,23,0.990176589,60.35655961,21.55688623,15.77299946,2.313554709,168.51,100,1000,60%,22%,16%,2%
7348,0,0.990175265,60.36195401,21.55395292,15.77085318,2.313239897,169.23,100,1000,60%,22%,16%,2%
7349,12,0.990174099,60.3537415,21.56462585,15.76870748,2.31292517,169.27,100,1000,60%,22%,16%,2%
7350,192,0.990175297,60.34553122,21.56169229,15.78016596,2.312610529,170.34,100,1000,60%,22%,16%,2%
7351,62,0.990174788,60.33732318,21.57236126,15.77801959,2.312295974,169.73,100,1000,60%,22%,16%,2%
7352,0,0.990173464,60.34271726,21.56942744,15.77587379,2.311981504,169.59,100,1000,60%,22%,16%,2%
7353,508,0.990178809,60.33451183,21.56649442,15.78732662,2.31166712,172.44,100,1000,60%,22%,16%,2%
7354,36,0.990177959,60.32630863,21.5771584,15.78518015,2.311352821,171.61,100,1000,60%,22%,16%,2%
7355,418,0.990182117,60.31810767,21.57422512,15.7966286,2.311038608,171.63,100,1000,60%,22%,16%,2%
7356,0,0.990180795,60.32350143,21.57129265,15.79448145,2.31072448,171.32,100,1000,60%,22%,16%,2%
7357,0,0.990179474,60.32889372,21.56836097,15.79233487,2.310410438,170.24,100,1000,60%,22%,16%,2%
7358,1053,0.990191936,60.32069575,21.56543009,15.79018888,2.323685283,169.94,100,1000,60%,22%,16%,2%
7359,16,0.990190826,60.3125,21.57608696,15.78804348,2.323369565,168.96,100,1000,60%,22%,16%,2%
7360,209,0.990192238,60.30430648,21.57315582,15.79948377,2.323053933,168.62,100,1000,60%,22%,16%,2%
7361,235,0.990193989,60.29611519,21.57022548,15.81092095,2.322738386,168.81,100,1000,60%,22%,16%,2%
7362,1728,0.990215191,60.28792612,21.56729594,15.8087736,2.336004346,168.1,100,1000,60%,22%,16%,2%
7363,4080,0.990266649,60.27973927,21.56436719,15.80662683,2.349266703,168.41,100,1000,60%,22%,16%,2%
7364,226,0.990268248,60.27155465,21.56143924,15.81805838,2.348947726,168.14,100,1000,60%,22%,16%,2%
7365,60,0.990267711,60.26337225,21.57208797,15.81591094,2.348628835,168.19,100,1000,60%,22%,16%,2%
7366,320,0.990270516,60.25519207,21.56915977,15.82733813,2.348310031,165.46,100,1000,60%,22%,16%,2%
7367,97,0.990270454,60.24701412,21.57980456,15.82519001,2.347991314,164.13,100,1000,60%,22%,16%,2%
7368,0,0.990269147,60.25240874,21.5768761,15.82304248,2.347672683,164.25,100,1000,60%,22%,16%,2%
7369,320,0.99027195,60.24423338,21.57394844,15.83446404,2.347354138,164.24,100,1000,60%,22%,16%,2%
7370,421,0.990276046,60.23606024,21.57102157,15.84588251,2.34703568,164.54,100,1000,60%,22%,16%,2%
7371,132,0.990276433,60.22788931,21.5680955,15.85729788,2.346717309,163.63,100,1000,60%,22%,16%,2%
7372,48,0.990275743,60.2197206,21.57873322,15.85514716,2.346399023,163.01,100,1000,60%,22%,16%,2%
7373,318,0.990278514,60.21155411,21.57580689,15.86655818,2.346080825,161.38,100,1000,60%,22%,16%,2%
7374,559,0.990284368,60.20338983,21.57288136,15.8779661,2.345762712,161.7,100,1000,60%,22%,16%,2%
7375,664,0.990291556,60.19522777,21.56995662,15.88937093,2.345444685,161.85,100,1000,60%,22%,16%,2%
7376,290,0.990293957,60.18706791,21.56703267,15.90077267,2.345126745,161.81,100,1000,60%,22%,16%,2%
7377,31,0.99029305,60.17891027,21.57766332,15.89861751,2.344808891,161.61,100,1000,60%,22%,16%,2%
7378,9,0.990291862,60.18430682,21.57473912,15.89646294,2.344491123,162.02,100,1000,60%,22%,16%,2%
7379,15,0.990290751,60.17615176,21.58536585,15.89430894,2.344173442,161.88,100,1000,60%,22%,16%,2%
7380,42,0.990289985,60.16799892,21.5959897,15.89215553,2.343855846,161.46,100,1000,60%,22%,16%,2%
7381,32,0.990289091,60.15984828,21.60661067,15.89000271,2.343538336,161.4,100,1000,60%,22%,16%,2%
7382,15,0.99028798,60.15169985,21.61722877,15.88785047,2.343220913,163.81,100,1000,60%,22%,16%,2%
7383,81,0.990287712,60.14355363,21.62784399,15.88569881,2.342903575,163.41,100,1000,60%,22%,16%,2%
7384,56,0.990287125,60.13540961,21.63845633,15.88354773,2.342586324,163.67,100,1000,60%,22%,16%,2%
7385,1,0.990285835,60.14080693,21.63552667,15.88139724,2.342269158,162.79,100,1000,60%,22%,16%,2%
7386,13,0.990284699,60.13266549,21.6461351,15.87924733,2.341952078,161.16,100,1000,60%,22%,16%,2%
7387,182,0.990285722,60.12452626,21.6432052,15.89063346,2.341635084,159.97,100,1000,60%,22%,16%,2%
7388,182,0.990286744,60.11638923,21.64027609,15.90201651,2.341318176,160.1,100,1000,60%,22%,16%,2%
7389,14,0.990285621,60.1082544,21.65087957,15.89986468,2.341001353,160.01,100,1000,60%,22%,16%,2%
7390,68,0.990285188,60.10012177,21.66148018,15.89771344,2.340684616,160.71,100,1000,60%,22%,16%,2%
7391,10,0.990284014,60.09199134,21.67207792,15.89556277,2.340367965,161.35,100,1000,60%,22%,16%,2%
7392,2,0.990282738,60.09738942,21.66914649,15.89341269,2.3400514,161.86,100,1000,60%,22%,16%,2%
7393,32,0.990281845,60.08926156,21.67974033,15.89126319,2.33973492,160.94,100,1000,60%,22%,16%,2%
7394,13,0.990280709,60.0811359,21.6903313,15.88911427,2.339418526,152.57,100,1000,60%,22%,16%,2%
7395,135,0.990281132,60.07301244,21.68739859,15.90048675,2.339102217,151.73,100,1000,60%,22%,16%,2%
7396,52,0.990280495,60.06489117,21.69798567,15.89833716,2.338785994,150.26,100,1000,60%,22%,16%,2%
7397,72,0.990280114,60.0567721,21.70856988,15.89618816,2.338469857,149.47,100,1000,60%,22%,16%,2%
7398,28,0.99027917,60.04865522,21.71915124,15.89403974,2.338153805,150.04,100,1000,60%,22%,16%,2%
7399,107,0.990279236,60.04054054,21.71621622,15.90540541,2.337837838,151.23,100,1000,60%,22%,16%,2%
7400,0,0.990277935,60.04593974,21.71328199,15.90325632,2.337521956,151.11,100,1000,60%,22%,16%,2%
7401,1,0.990276647,60.05133748,21.71034855,15.90110781,2.33720616,149.81,100,1000,60%,22%,16%,2%
7402,285,0.990278985,60.04322572,21.70741591,15.91246792,2.33689045,150.42,100,1000,60%,22%,16%,2%
7403,6,0.990277761,60.04862237,21.70448406,15.91031875,2.336574824,151.17,100,1000,60%,22%,16%,2%
7404,2,0.990276487,60.05401756,21.701553,15.90817016,2.336259284,146.58,100,1000,60%,22%,16%,2%
7405,1,0.990275199,60.05941129,21.69862274,15.90602214,2.335943829,146.45,100,1000,60%,22%,16%,2%
7406,44,0.990274461,60.05130282,21.70919401,15.90387471,2.33562846,142.38,100,1000,60%,22%,16%,2%
7407,21,0.990273429,60.04319654,21.71976242,15.90172786,2.335313175,142.6,100,1000,60%,22%,16%,2%
